Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Views,Area,Road,Road Width,Road Type,Amenities,Face
"3 BHK - Fully Furnished : Apartment For Sale In Balkumari, Lalitpur","Westar Apartment, Balkumari, Lalitpur",Lalitpur,18000000.0,3,2,4.0,1,9300,1259 Sq. Feet,0 Feet,0 Feet,,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Store Room', 'Jacuzzi']",South
"Modern Bungalow : House For Sale In Kusunti, Lalitpur","kusunti, Kusunti, Lalitpur",Lalitpur,38500000.0,4,4,3.0,3,345000,0-5-2-2 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Lawn', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank', 'Water Well']",East
"House For Sale In Sipadol, Bhaktapur","Sipadol, Sipadol, Bhaktapur",Bhaktapur,20500000.0,7,3,3.0,1,3200,0-3-2-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,"['Lawn', 'Balcony', 'Fencing', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'CCTV', 'Internet', 'Parking', 'Store Room']",South East
"2.5 Storey New : House For Sale In Gothatar, Kathmandu","Buddhachwok, Gothatar, Kathmandu",Kathmandu,18500000.0,3,3,2.5,1,10600,0-3-0-0 Aana,14 Feet / Gravelled,14 Feet , Gravelled,"['Lawn', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",South
"PERFECT HOMES : House For Sale In Bhaisepati, Lalitpur","Gokul Awas, Bhaisepati, Lalitpur",Lalitpur,29000000.0,3,2,3.0,1,24700,0-4-1-0 Aana,15 Feet,15 Feet,,"['Lawn', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",East
"Modern House For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Taulung road, Budhanilkantha, Kathmandu",Kathmandu,51000000.0,5,5,2.0,0,240,14 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Lawn', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room', 'Garage']",East
"House For Sale In Pasikot, Kathmandu","Budhanilkantha, Pasikot, Kathmandu",Kathmandu,29000000.0,7,5,3.0,2,13600,5 Aana,12 Feet,12 Feet,,"['Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Water Supply', 'Water Tank', 'Water Well']",South
"Luxurious Bungalow : House For Sale In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,90000000.0,4,2,2.5,3,11300,0-20-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Store Room']",South East
"House For Sale In Godawari, Lalitpur","Taukhel, near Godawari village resort, Godawari, Lalitpur",Lalitpur,40000000.0,6,4,2.0,3,1300,0-12-0-0 Aana,10 Feet,10 Feet,,"['Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Drainage', 'Water Supply']",South
"House For Sale In Imadol, Lalitpur","Bojepokhari, Imadol, Lalitpur",Lalitpur,18500000.0,4,3,2.5,1,596,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Lawn', 'Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Water Tank', 'Store Room']",North West
"House For Rent : House For Rent In Bakhundol, Lalitpur","maitry marg Bakhundole, Bakhundol, Lalitpur",Lalitpur,180000.0,5,0,1.0,2,552,0-5-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Lawn', 'Balcony', 'Backyard']",North East
"2 Storey Beautiful House For Sale At Tinkune : House For Sale In Tinkune, Kathmandu","Subidhanagar,Tinkune, Tinkune, Kathmandu",Kathmandu,32500000.0,4,3,2.0,4,393,5.75 Aana,11 Feet / Blacktopped,11 Feet , Blacktopped,"['Lawn', 'Backyard', 'Frontyard', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']",North
"Flat For Rent In Bharatpur, Chitwan","Near krishnapur water tank, behind Bharatpur Airport, Bharatpur, Chitwan",Chitwan,9000.0,1,1,3.0,1,680,800 Sq. Meter,6 Meter,6 Meter,,"['Lawn', 'Backyard', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",North
"Colony House For Rent : House For Rent In Godawari, Lalitpur","24, Godawari, Lalitpur",Lalitpur,35000.0,4,3,2.0,1,1000,4 Aana,5 Meter / Paved,5 Meter , Paved,"['Lawn', 'Backyard', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Electricity Backup', 'Water Tank', 'Water Supply']",East
"House On Sale : House For Sale In Maharajgunj, Kathmandu","Chapal kharkhana, Maharajgunj, Kathmandu",Kathmandu,70000000.0,7,5,3.0,8,828,15 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,"['Lawn', 'Backyard', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank']",East
"Brand New Beautiful House For Sale At Sundarbasti, Bhangal. : House For Sale In Budhanilkantha, Kathmandu","Sundarbasti, Bhangal, Budhanilkantha, Kathmandu",Kathmandu,19000000.0,4,3,2.0,1,347,0-3-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Lawn', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Wifi', 'Drainage', 'Washing Machine', 'Water Supply', 'Water Well', 'Water Tank', 'Parking', 'Internet']",East
"House For Sale In Budhanilkantha, Kathmandu","RudreshworChowk, Budhanilkantha, Kathmandu",Kathmandu,15000000.0,2,3,3.0,1,409,3 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,"['Lawn', 'Backyard', 'Balcony', 'Garden', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Solar Water', 'Water Supply']",East
"House For Sale At Civil Homes Phase 3 Sunakothi : House For Sale In Civil Homes, Lalitpur","Civil homes phase 3 Sunakothi, Civil Homes, Lalitpur",Lalitpur,29500000.0,3,2,3.0,1,838,6 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,"['Lawn', 'Backyard', 'Balcony', 'Frontyard', 'Gym', 'Garden', 'Microwave', 'Wifi', 'Drainage', 'Water Supply', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Solar Water', 'Water Tank']",East
"A Newly House Built In A Nice And Quiet Residential Area On Sale : House For Sale In Basbari, Kathmandu","Hepali height, Basbari, Kathmandu",Kathmandu,45000000.0,4,0,3.0,2,441,7-0-2 Aana,20 Feet / Paved,20 Feet , Paved,"['Lawn', 'Backyard', 'Balcony', 'Frontyard', 'Fencing', 'Garden', 'Drainage', 'Water Supply', 'Modular Kitchen', 'Air Condition', 'TV Cable', 'Washing Machine', 'Solar Water', 'Water Tank']",East
"Hotel On Sale : Business For Sale In Devkota Chowk, Bhairahawa","Nearby Gallamandi Road, Devkota Chowk, Bhairahawa",Bhairahawa,125000000.0,16,20,3.0,1,637,32 Aana,55 Feet,55 Feet,,"['Lawn', 'Air Condition', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Internet', 'Maintenance']",South
"Brand New Modern House For Sale At Basundhara Chowk, Inside Ring Road. : House For Sale In Basundhara, Kathmandu","Basundhara Chowk, Inside Ring Road, Basundhara, Kathmandu",Kathmandu,22500000.0,4,3,2.0,1,1100,0-2.5-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Air Condition', 'Garage', 'Balcony', 'Fencing', 'Garden', 'Frontyard', 'Microwave', 'Drainage', 'Wifi', 'Washing Machine', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Water Tank', 'Kids Playground', 'Internet']",East
"House At Sale : House For Sale In Hetauda, Makwanpur","Manahari, Hetauda, Makwanpur",Makwanpur,20000000.0,4,4,2.0,4,502,0-4-0-0 / 322 Aana,14 Feet / Paved,14 Feet , Paved,"['Lawn', 'Air Condition', 'Balcony']",East
"2BHK PRIVATE APARTMENT : Apartment For Rent In Paknajol, Kathmandu","Jogin Pakha Marg, Paknajol, Kathmandu",Kathmandu,70000.0,2,1,6.0,5,453,8 Aana,12 Feet / Paved,12 Feet , Paved,"['Lawn', 'Air Condition', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet', 'Security Staff', 'Parking']",East
"3 Individual Apartment With A Penthouse In A Private Building : House For Rent In Thamel, Kathmandu","Jogin Pakha Marg, Thamel, Kathmandu",Kathmandu,400000.0,11,8,6.0,5,716,8 Aana,12 Feet,12 Feet,,"['Lawn', 'Air Condition', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']",East
"Sale-Imperial Apartment Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,45000000.0,3,2,13.0,1,1700,1800 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Jacuzzi', 'Lawn', 'Garage', 'Air Condition', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Deck', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance']",East
"Full Furnished House On Rent At Bhaisepati : House For Rent In Bhaisepati, Lalitpur","bhaisepati, Bhaisepati, Lalitpur",Lalitpur,150000.0,4,4,2.5,1,440,4.5 Aana,0 Feet,0 Feet,,"['Jacuzzi', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water']",North
"Brand New House For Sale (2 Crore 45 Lakhs) Negotiable. : House For Sale In Sitapaila, Kathmandu","Nagarjun, Aadeswor, Sitapaila, Kathmandu",Kathmandu,24000000.0,8,5,3.0,1,699,0-4-0-0 Aana,14 Feet / Paved,14 Feet , Paved,"['Jacuzzi', 'Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Modular Kitchen']",South East
"Furnished Villa For Rent At Budhanilkantha : House For Rent In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,200000.0,5,4,1.0,2,248,12 Aana,0 Feet,0 Feet,,"['Internet', 'Modular Kitchen', 'Solar Water', 'TV Cable', 'Garden', 'Water Tank', 'Wifi', 'Kids Playground', 'Balcony', 'Microwave', 'Drainage', 'CCTV']",East
"One Storied House For Sale Near Pashupati, Guheswori, Boudha : House For Sale In Chabahil, Kathmandu","Guheshwori, Chabahil, Kathmandu",Kathmandu,18000000.0,2,1,1.0,0,655,5-1 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,['Garden'],West
"House On Rent Or Sale At Matatirtha : House For Sale In Matatirtha, Kathmandu","Matatirtha near bus stop, Matatirtha, Kathmandu",Kathmandu,15000000.0,3,3,2.5,2,879,8.2 Aana,4 Feet,4 Feet,,['Garden'],East
"House For Sale In Budhanilkantha, Kathmandu","Jyoti Nagar, Budhanilkantha, Kathmandu",Kathmandu,25500000.0,6,4,3.0,2,288,4.5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,['Garden'],West
"House On Sale At Dhungedhara : House For Sale In Dhungedhara, Kathmandu","dhungedhara, Dhungedhara, Kathmandu",Kathmandu,24500000.0,7,4,3.0,0,269,3.3 Aana,12 Feet,12 Feet,,['Garden'],East
"Semi Commercial Shared Office Space : Office Space For Rent In Buddhanagar, Kathmandu","buddhanagar, Buddhanagar, Kathmandu",Kathmandu,20000.0,1,1,1.0,1,448,1-4-2-0 Aana,14 Feet / Paved,14 Feet , Paved,"['Garden', 'Wifi', 'Water Supply', 'Water Tank', 'Parking', 'Internet', 'Intercom']",West
"House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",Kathmandu,29500000.0,4,3,3.5,2,1500,0-7-0-0 Sq. Feet,20 Feet,20 Feet,,"['Garden', 'Water Supply']",East
"Bunglow On Sale At Dhungedhara Near Nursery Chowk : House For Sale In Dhungedhara, Kathmandu","Nursery Chowk, Dhungedhara, Kathmandu",Kathmandu,140000000.0,7,4,3.0,3,1000,1-7-0-0 Aana,26 Feet / Blacktopped,26 Feet , Blacktopped,"['Garden', 'Water Supply']",East
"Budhanilkantha 6 Ana Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,36000000.0,5,5,3.0,1,178,6 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Garden', 'Water Supply', 'Water Tank', 'Solar Water', 'Drainage']",East
"Pasikot Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,29000000.0,5,5,3.0,2,180,5 Aana,14 Feet / Gravelled,14 Feet , Gravelled,"['Garden', 'Water Supply', 'Solar Water', 'Drainage', 'Parking']",East
"12.5 Anna Jagga On Sale At Lolang Height, Hariyali Samaaj : House For Sale In Balaju, Kathmandu","Lolang Height, Hariyali Samaaj, Balaju, Kathmandu",Kathmandu,2200000.0,1,1,1.0,2,699,12.5 Aana,10 Feet / Gravelled,10 Feet , Gravelled,"['Garden', 'Water Supply', 'Parking']",East
"House For Sale In Kapan, Kathmandu","Aakashaydhara, Kapan, Kathmandu",Kathmandu,15000000.0,0,0,2.5,0,329,3 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Dhapasi, Kathmandu","Near grande hospital, Dhapasi, Kathmandu",Kathmandu,26000000.0,4,3,3.0,0,382,0-5-5-0 Aana,15 Feet,15 Feet,,"['Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Harisiddhi, Lalitpur","Nepal Cancer Hospital, Harisiddhi, Lalitpur",Lalitpur,35000000.0,18,16,3.0,1,8100,0-6-2-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,"['Garden', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Parking', 'Store Room']",East
"Busundhara 8 Ana Modern Home : House For Sale In Basundhara, Kathmandu","na, Basundhara, Kathmandu",Kathmandu,45000000.0,6,6,3.0,2,1400,8 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Garden', 'TV Cable', 'Modular Kitchen', 'Microwave', 'Balcony', 'Backyard', 'Frontyard']",West
"House For Rent In Kupondole, Lalitpur","Kupondole, Kupondole, Lalitpur",Lalitpur,100000.0,0,0,1.5,0,349,10 Aana,13 Feet,13 Feet,,"['Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Rent In Naxal, Kathmandu","Naxal, Naxal, Kathmandu",Kathmandu,250000.0,5,4,1.5,0,395,25 Aana,13 Feet,13 Feet,,"['Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",West
"Just Built Semi - Commercial House : House For Sale In Baniyatar, Kathmandu","Dhaneshwore, Baniyatar, Kathmandu",Kathmandu,26500000.0,0,0,3.0,1,252,4 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Garden', 'Parking', 'Water Tank', 'Parking', 'Drainage', 'Drainage', 'Water Supply', 'Water Supply', 'Water Tank', 'Solar Water']",East
"48lak House Cheap : House For Sale In Sanepa, Lalitpur","sanepa, Sanepa, Lalitpur",Lalitpur,4800000.0,2,1,1.0,1,859,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Garden', 'Modular Kitchen', 'Wifi', 'Water Tank', 'Water Well', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",South
"Flat For Rent In Imadol, Lalitpur","OCHHU height, Imadol, Lalitpur",Lalitpur,15000.0,2,1,3.0,0,657,700 Sq. Feet,14 Feet / Gravelled,14 Feet , Gravelled,"['Garden', 'Modular Kitchen', 'Water Supply', 'Water Tank']",South
"Flat On Rent : Flat For Rent In Pasikot, Kathmandu","Shree ram chowk,, Pasikot, Kathmandu",Kathmandu,2000000.0,2,1,3.0,2,854,0-6-0-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,"['Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Tank', 'Water Well', 'Parking']",South West
"Ravishing : House For Sale In Baluwatar, Kathmandu","opposite of Nepal Rastra Bank, Baluwatar, Kathmandu",Kathmandu,60000000.0,5,5,2.5,1,400,0-6-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Intercom', 'Internet', 'Parking', 'Store Room']",South
"CHAPALI , BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,44500000.0,6,5,3.0,3,933,8.1 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'Balcony']",East
"House For Rent In Gairidhara, Kathmandu","Goma Petrol Pump, Gairidhara, Kathmandu",Kathmandu,250000.0,18,5,2.0,0,509,2 Ropani,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Garden', 'Garage', 'Frontyard', 'Backyard', 'Kids Playground']",South
"House On Sale Or For Rent In Kirtipur : House For Sale In Kirtipur, Kirtipur","Bhatkepati (Prithivi Chowk), Kirtipur, Kathmandu",Kathmandu,25000000.0,6,4,3.0,1,374,0-4-2-3 Aana,12 Feet / Gravelled,12 Feet , Gravelled,"['Garden', 'Frontyard']",West
"HATTIGAUDA 4.5 FLOOR HOME : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,36500000.0,9,10,5.0,2,308,6 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Garden', 'Frontyard', 'Wifi', 'Water Tank', 'Solar Water', 'TV Cable']",East
"Hattigauda 6.5 Ana Bungalow : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,33000000.0,0,0,3.0,3,642,6.5 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,"['Garden', 'Frontyard', 'Modular Kitchen', 'TV Cable']",East
"BUDHANILKANTHA 32 ANA LUXURY HOME : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,105000000.0,5,6,3.0,10,833,32 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Garden', 'Frontyard', 'Garage', 'Fencing', 'Water Supply', 'Solar Water', 'TV Cable', 'Water Tank', 'Water Well', 'Washing Machine', 'Balcony', 'Backyard', 'Lawn', 'Microwave', 'Modular Kitchen']",West
"BUDANILKANTHA VILLA : House For Sale In Budhanilkantha, Kathmandu","Near by Deubaniwas, Budhanilkantha, Kathmandu",Kathmandu,96000000.0,5,7,3.0,0,436,18 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Garden', 'Frontyard', 'Air Condition', 'Garage', 'Backyard', 'Deck', 'Fencing', 'Lawn', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'Water Well', 'Water Tank']",East
"Land For Sale In Dahachowk, Khahare, Kathmandu","Khahare chowk dahachowk, Dahachowk, khahare, Kathmandu",Kathmandu,1450000.0,0,0,2.0,0,803,10-0-0-0 Ropani,6 Meter / Gravelled,6 Meter , Gravelled,"['Garden', 'Drainage', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",East
"House For Rent In Thapathali, Kathmandu","Thapathali, Thapathali, Kathmandu",Kathmandu,165000.0,8,2,1.0,2,363,1-8-0-0 Ropani,13 Feet,13 Feet,,"['Garden', 'Drainage', 'Water Supply', 'Water Tank']",East
"Siddarthcolony 7 Ana Home : House For Sale In Budhanilkantha, Kathmandu","na, Budhanilkantha, Kathmandu",Kathmandu,45000000.0,4,5,3.0,3,303,7 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Garden', 'Drainage', 'Water Supply', 'Solar Water', 'TV Cable']",East
"Brand New : Flat For Rent In Bishal Nagar, Kathmandu","Bishalnagar, Bishal Nagar, Kathmandu",Kathmandu,45000.0,2,2,1.0,1,1300,1044 Sq. Feet,10 Feet / Blacktopped,10 Feet , Blacktopped,"['Garden', 'Drainage', 'Solar Water', 'Water Well']",South
"7 Ana Bungalow Bhangal Kapan : House For Sale In Bhangal, Kathmandu","na, Bhangal, Kathmandu",Kathmandu,34500000.0,5,5,3.0,2,439,7 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Garden', 'Balcony', 'Microwave', 'Lawn']",South
"Dhubarahi 8 Ana Home : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,62000000.0,7,7,3.0,3,165,8 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Garden', 'Balcony', 'Garage', 'Frontyard', 'Drainage']",East
"Small Family Home Bhngal Mandikatar : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,18200000.0,6,0,3.0,5,464,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Garage'],East
"House For Rent In Teku, Kathmandu","Sanepa, Teku, Kathmandu",Kathmandu,25000.0,0,0,1.0,0,466,4 Aana,0 Feet,0 Feet,,['Garage'],North East
"Flat For Rent In Ranibari, Kathmandu","Samakhusi, Ranibari, Kathmandu",Kathmandu,20000.0,2,1,1.5,2,505,800 Sq. Feet,15 Feet / Gravelled,15 Feet , Gravelled,['Garage'],West
"House For Sale : House For Sale In Bhaktapur, Bhaktapur","bhaktapur, Bhaktapur, Bhaktapur",Bhaktapur,21500000.0,9,1,3.0,1,633,0-6-0-0 Aana,20 Feet,20 Feet,,['Garage'],South East
"Flat For Rent In Satdobato, Lalitpur","Satdobato, Near BNB Hospital, Satdobato, Lalitpur",Lalitpur,22000.0,3,2,2.0,2,653,1300 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,['Garage'],East
"Urgent House Sale : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu",Kathmandu,15000000.0,4,4,3.0,2,789,3.2 Aana,0 Feet,0 Feet,,['Garage'],East
"Small Family Home Mandikatar : House For Sale In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu",Kathmandu,19900000.0,6,4,3.0,1,2700,3.1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,['Garage'],East
"Chandol Bangalow : House For Sale In Chandol, Kathmandu","Chandol siddhartha colony, Chandol, Kathmandu",Kathmandu,31500000.0,4,4,3.0,1,441,0-4-0-0 Aana,20 Feet,20 Feet,,['Garage'],East
"Sanobharyang Home : House For Sale In Swayambhu, Kathmandu","na, Swayambhu, Kathmandu",Kathmandu,23500000.0,6,5,3.0,1,200,3 Aana,13 Feet / Paved,13 Feet , Paved,['Garage'],East
"Budhanilkantha 4 Ana Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,32500000.0,5,5,3.0,1,126,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,['Garage'],East
"Mitrapark Bungalow : House For Sale In Chabahil, Kathmandu","Na, Chabahil, Kathmandu",Kathmandu,49500000.0,5,5,3.0,2,284,4.5 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,['Garage'],East
"Basundhara Beautiful Home : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,22500000.0,5,5,3.0,1,237,2.5 Aana,14 Feet / Paved,14 Feet , Paved,['Garage'],East
"Sundarbasti 4 Ana Home : House For Sale In Bhangal, Kathmandu","Na, Bhangal, Kathmandu",Kathmandu,23000000.0,5,5,3.0,1,199,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Garage'],East
